2 Z                  164                                   Specyfikacja  : 2542780013,,,,,,,,,,,,,,
Nr rej. TK1503U,,,,,,,,,,,,,,
Data       01-07-24,KM,Stopy,KM+Stopy+Dodatki,Stawka,Wartość,,,,,,,,,
TRASA nr 25tc/616258010658930,0,0,0,,"637,68 PLN",,,,,,,,,
,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
STOP,,,,,,,,,,,,,,
KOD POCZT,MIASTO,KOD POCZT,MIASTO,MIEJSCE,PRZESYŁKA NR,MPAL,KM,STREF,STAW,WAGA BR/PRZEL,ST,KWOTA,STANOW KOSZTOW,KONTO
26-600,RADOM,34-424,SZAFLARY,"F.P.H.U. ""PESSI"" S",616252011354663,"0,8 0",,ZN3,0,220 / 229 1,,"29,57",205,42111
26-600,RADOM,56-400,OLEŚNICA,E.LECLERC OLEŚNICA,616252011354671,"2,0 0",,ZN3,0,850 / 2350 1,,"146,75",205,42111
26-600,RADOM,86-320,ŁASIN,WYTWÓRNIA OPAKOWAŃ,616252011354796,"1,0 0",,ZN3,0,570 / 777 1,,"70,37",205,42111
26-600,RADOM,67-300,Szprotawa,ZPH LRN Roman Now,616252011354812,"1,0 0",,,0,200/ 0,,"0,00",0,0
26-600,RADOM,35-959,RZESZÓW,E.LECLERC (RZESZÓW,616252011354880,"1,0 0",,,0,850/ 0,,"0,00",0,0
26-600,RADOM,88-300,MOGILNO,ZAKŁAD WIELOBRANŻO,616252011354946,"1,0 0",,ZN3,0,200 / 345 1,,"34,07",205,42111
26-600,RADOM,05-080,KLAUDYN,FRISCO S.A. PANATT,616252011354949,"1,0 0",,,0,650/ 0,,"0,00",0,0
26-660,JEDLIŃSK,33-322,KORZENNA,DAWID WAŃCZYK,616252011354964,"1,0 0",,ZN4,0,40 / 518 1,,"54,17",205,42111
26-660,WIELOGÓRA,80-298,GDAŃSK,HURT.ZOOLOG.,616252011355094,"4,0 0",,ZN4,0,2220 / 2937 1,,"169,57",205,42111
26-660,WIELOGÓRA,59-900,ŁAGÓW,ZOO HOBBY,616252011355099,"1,0 0",,,0,204/ 0,,"0,00",0,0
26-660,WIELOGÓRA,97-400,Bełchatów,Maxi Zoo Polska Sp,616252011355101,"1,0 0",,,0,297/ 0,,"0,00",0,0
26-600,RADOM,58454,WITTEN,PHILIP CABANSKI,616254010162115,"1,0 0",,ZN3,0,500 / 633 1,,"57,34",205,42111
,,,,,,,,,,/,,"75,84",205,42611
"Razem 15,8 0 6803 / 7792 7 637,68 PLN",,,,,,,,,,,,,,
Data       01-07-24,KM,Stopy,KM+Stopy+Dodatki,Stawka,Wartość,,,,,,,,,
TRASA nr 25tc/616258010659158,0,0,0,,"805,45 PLN",,,,,,,,,
,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
STOP,,,,,,,,,,,,,,
KOD POCZT,MIASTO,KOD POCZT,MIASTO,MIEJSCE,PRZESYŁKA NR,MPAL,KM,STREF,STAW,WAGA BR/PRZEL,ST,KWOTA,STANOW KOSZTOW,KONTO
96-325,RADZIEJOWICE,26-600,RADOM,APLISENS RADOM,616052014513642,"0,5 0",,ZN3,0,70 / 70 1,,"20,12",205,42120
34-221,SKAWICA,26-660,JEDLIŃSK,P.U.H. RAD-MOT,616252011352283,"1,0 0",,ZN4,0,200 / 345 1,,"39,36",205,42120
26-220,STĄPORKÓW,26-617,RADOM,P.P.H.U. EKOHELP T,616252011353625,"1,8 2000",,ZN3,0,275 / 815 1,,"73,82",205,42120
,,,,,,,,,,/,,"94,49",205,42620
32-060,KRYSPINÓW,26-604,RADOM,DAMAR 2,616302012262890,"0,5 0",,ZN3,0,130 / 144 1,,"28,97",205,42120
33-335,NAWOJOWA,26-600,RADOM,CERAMIKA PRIMUS,616352012132597,"1,1 2000",,ZN3,0,100 / 268 1,,"29,57",205,42120
35-301,RZESZÓW,26-660,JEDLIŃSK,P.P.H. RADMOT JAN,616352012133609,"1,0 0",,ZN4,0,1000 / 1212 1,,"118,72",205,42120
41-208,SOSNOWIEC,26-600,Radom,Polska Dystrybucja,616389010754691,"1,0 0",,ZN3,0,535 / 535 1,,"48,41",205,42120
41-208,SOSNOWIEC,26-600,Radom,Polska Dystrybucja,616389010754691,"0,0 0",,,0,0/0,,"10,00",202,42120
32-640,ZATOR,26-600,RADOM,EL-DAR SP. Z O.O.,616402010868798,"1,0 0",,ZN3,0,230 / 432 1,,"39,29",205,42120
41-807,ZABRZE,26-600,RADOM,HURT-MET MAGAZYN,616442013328251,"1,0 0",,ZN3,0,82 / 273 1,,"29,57",205,42120
41-807,ZABRZE,26-600,RADOM,HURT-MET MAGAZYN,616442013328251,"0,0 0",,,0,0/0,,"1,00",202,42120
44-100,GLIWICE,26-600,RADOM,PPHU PAJM KAŹMIERC,616442013328298,"3,0 0",,ZN3,0,760 / 1684 1,,"116,08",205,42120
44-101,GLIWICE,26-660,JEDLIŃSK,P.P.H. RADMOT JAN,616442013328671,"0,5 0",,,0,212/ 0,,"0,00",0,0
