2 Z                  131                                   Specyfikacja  : 2533280015,,,,,,,,,,,,,,
Nr rej. TK1503U,,,,,,,,,,,,,,
Data       01-12-23,KM,Stopy,KM+Stopy+Dodatki,Stawka,Wartość,,,,,,,,,
TRASA nr 25tc/616258010613955,0,0,0,,"379,04 PLN",,,,,,,,,
,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
STOP,,,,,,,,,,,,,,
KOD POCZT,MIASTO,KOD POCZT,MIASTO,MIEJSCE,PRZESYŁKA NR,MPAL,KM,STREF,STAW,WAGA BR/PRZEL,ST,KWOTA,STANOW KOSZTOW,KONTO
26-660,JEDLIŃSK,62-130,GOŁAŃCZ,FANDRUK,616252011265353,"1,5 2000",,ZN4,0,540 / 1512 1,,"120,35",205,42111
26-600,RADOM,63-700,KROTOSZYN,MD-TECHNIK MONIKA,616252011265668,"0,5 0",,ZN3,0,181 / 5563 1,,"209,25",205,42111
26-600,RADOM,63-720,KOŹMIN WIELKOPOLP.P.H.U. ZBIGNIEW,,616252011265729,"1,0 0",,,0,563/ 0,,"0,00",0,0
26-600,RADOM,63-040,NOWE MIASTO NAD,FIRMA USLUGOWO HAN,616252011265733,"1,0 0",,,0,203/ 0,,"0,00",0,0
26-600,RADOM,96-500,SOCHACZEW,METALMARKET,616252011265763,"0,5 0",,,0,141/ 0,,"0,00",0,0
26-600,RADOM,32-744,ŁAPCZYCA,AGROKOM Kazimiera,616252011265764,"1,0 0",,,0,426/ 0,,"0,00",0,0
26-600,RADOM,49-304,BRZEG,GWINTECH,616252011265785,"0,5 0",,,0,138/ 0,,"0,00",0,0
26-600,RADOM,32-431,STRÓŻA,BUDOWA HALE MKL,616252011265786,"1,0 0",,,0,352/ 0,,"0,00",0,0
26-600,RADOM,40-951,KATOWICE,"""EURO-MET"" SP. Z O",616252011265787,"1,0 0",,,0,920/ 0,,"0,00",0,0
26-600,RADOM,40-951,KATOWICE,"""EURO-MET"" SP. Z O",616252011265788,"1,0 0",,,0,890/ 0,,"0,00",0,0
26-600,RADOM,27-530,OŻARÓW,CEMENTOWNIA OŻARÓW,616252011265791,"1,0 0",,,0,720/ 0,,"0,00",0,0
26-600,RADOM,97-403,DRUŻBICE,JACEK JANCZYK,616252011265793,"1,0 0",,,0,317/ 0,,"0,00",0,0
26-600,RADOM,27-530,OŻARÓW,CEMENTOWNIA OŻARÓW,616252011265795,"1,0 0",,,0,500/ 0,,"0,00",0,0
26-600,RADOM,42-221,CZĘSTOCHOWA,METALEX/CZĘSTOCHOW,616252011265798,"0,5 0",,,0,212/ 0,,"0,00",0,0
26-660,JEDLIŃSK,97437,HASSFURT,WALDI SCHUHFABRIK,616254010147834,"1,5 2000",,,0,950/ 0,,"0,00",0,0
,,,,,,,,,,/,,"49,44",205,42611
"Razem 14,0 0 7053 / 7075 2 379,04 PLN",,,,,,,,,,,,,,
Data       01-12-23,KM,Stopy,KM+Stopy+Dodatki,Stawka,Wartość,,,,,,,,,
TRASA nr 25tc/616258010614202,0,0,0,,"615,43 PLN",,,,,,,,,
,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
STOP,,,,,,,,,,,,,,
KOD POCZT,MIASTO,KOD POCZT,MIASTO,MIEJSCE,PRZESYŁKA NR,MPAL,KM,STREF,STAW,WAGA BR/PRZEL,ST,KWOTA,STANOW KOSZTOW,KONTO
05-825,CHLEBNIA,26-600,RADOM,Intmix Bartosz Owc,616052014274612,"4,0 0",,ZN3,0,580 / 2419 1,,"146,75",205,42120
11-034,STAWIGUDA,26-600,RADOM,HURT-MET WLAZŁOWSK,616102010817807,"0,5 0",,ZN3,0,204 / 204 1,,"29,57",205,42120
58-311,STRUGA,26-660,JEDLIŃSK,KRATKI.PL MAREK,616252011264989,"0,5 0",,ZN4,0,150 / 150 1,,"34,16",205,42120
27-580,SADOWIE,26-600,RADOM,ZESPÓŁ SZKÓŁ CENTR,616252011265191,"2,0 0",,ZN3,0,300 / 864 1,,"78,19",205,42120
92020,SAN GIOVANNI GEM26-604,,RADOM,LESZCZ P.P.H. SP.J,616254010146848,"0,5 0",,ZN3,0,160 / 160 1,,"29,57",205,42120
32657,LEMGO,26-601,RADOM,NOWOCIEŃ MARIUSZ P,616254010147228,"3,0 0",,ZN3,0,230 / 230 1,,"29,57",205,42120
,,,,,,,,,,/,,"80,27",205,42620
30-418,KRAKÓW,26-612,RADOM,KONRAD ROMANOWSKI,616302012144734,"1,0 0",,ZN3,0,150 / 172 1,,"29,57",205,42120
38-340,BIECZ,26-600,RADOM,SZUBIŃSKI&KOŚCIOWS,616352011978400,"0,5 0",,ZN3,0,240 / 240 1,,"29,57",205,42120
38-340,BIECZ,26-600,RADOM,SZUBIŃSKI&KOŚCIOWS,616352011978405,"1,4 2000",,,0,400/ 0,,"0,00",0,0
44-100,GLIWICE,26-600,RADOM,PPHU PAJM KAŹMIERC,616442013117204,"1,0 0",,ZN3,0,326 / 576 1,,"52,12",205,42120
47-440,NĘDZA,26-660,JEDLIŃSK,EXPUCH JAWORSKI MA,616442013118484,"0,5 0",,ZN4,0,80 / 80 1,,"23,24",205,42120
41-707,RUDA ŚLĄSKA,26-660,WIELOGÓRA,EUROCASH S.A.,616459010801144,"1,0 0",,ZN4,0,72 / 100 1,,"23,28",205,42120
61-312,POZNAŃ,26-600,RADOM,Z.P.U.H. ŚRUBSTAL,616622014860443,"1,0 0",,ZN3,0,240 / 240 1,,"29,57",205,42120
"Razem 18,4 0 3532 / 5436 12 615,43 PLN",,,,,,,,,,,,,,
Data       04-12-23,KM,Stopy,KM+Stopy+Dodatki,Stawka,Wartość,,,,,,,,,
TRASA nr 25tc/616258010614258,0,0,0,,"383,73 PLN",,,,,,,,,
,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
STOP,,,,,,,,,,,,,,
KOD POCZT,MIASTO,KOD POCZT,MIASTO,MIEJSCE,PRZESYŁKA NR,MPAL,KM,STREF,STAW,WAGA BR/PRZEL,ST,KWOTA,STANOW KOSZTOW,KONTO
26-617,RADOM,63-820,Piaski,MONDI SIMET Sp. z,616252011265455,"0,3 0",,ZN3,0,40 / 261 1,,"29,57",205,42111
26-617,RADOM,62-090,MROWINO,MYSAK WARSZTAT (Z,616252011265466,"1,0 0",,,0,153/ 0,,"0,00",0,0
26-600,RADOM,75-737,KOSZALIN,WYPRAWA SKÓR FUTER,616252011265869,"0,8 0",,ZN3,0,170 / 272 1,,"29,57",205,42111
26-617,RADOM,49-314,PISARZOWICE,NERLI GRUPPEN POLA,616252011265903,"0,2 0",,,0,30/ 0,,"0,00",0,0
26-600,RADOM,35-105,RZESZÓW,DIAM-POL SP. Z O.O,616252011265972,"2,0 0",,ZN3,0,120 / 2505 1,,"146,75",205,42111
26-604,RADOM,08-443,SOBIENIE-JEZIORYJUSTYNA CISZKOWSKA,,616252011266053,"1,0 0",,,0,130/ 0,,"0,00",0,0
26-600,RADOM,04-247,WARSZAWA,GRZEGORZ MAŁKIŃSKI,616252011266115,"0,5 0",,,0,80/ 0,,"0,00",0,0
26-600,RADOM,44-120,PYSKOWICE,EUROCOLOR SP. Z O.,616252011266140,"2,0 0",,,0,210/ 0,,"0,00",0,0
"Razem 10,9 0 1748 / 4547 5 383,73 PLN",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Strona:,,,,,,,,,,,,,,
3 Z                  131                                   Specyfikacja  : 2533280015,,,,,,,,,,,,,,
Data       04-12-23,KM,Stopy,KM+Stopy+Dodatki,Stawka,Wartość,,,,,,,,,
TRASA nr 25tc/616258010614258,0,0,0,,"383,73 PLN",,,,,,,,,
,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
STOP,,,,,,,,,,,,,,
KOD POCZT,MIASTO,KOD POCZT,MIASTO,MIEJSCE,PRZESYŁKA NR,MPAL,KM,STREF,STAW,WAGA BR/PRZEL,ST,KWOTA,STANOW KOSZTOW,KONTO
26-600,RADOM,30-705,KRAKÓW,SOLMAT HANUSIAK SP,616252011266183,"1,0 0",,,0,180/ 0,,"0,00",0,0
26-604,RADOM,1186,BUDAPEST,XFISH GLOBAL KFT,616254010147800,"1,0 0",,ZN3,0,135 / 1008 1,,"88,50",205,42111
,,,,,,,,,,/,,"50,05",205,42611
26-617,RADOM,98-400,WIERUSZÓW,AGRECOL SP. Z O.O.,616632012177558,"1,0 0",,ZN3,0,500 / 500 1,,"39,29",205,42111
"Razem 10,9 0 1748 / 4547 5 383,73 PLN",,,,,,,,,,,,,,
Data       04-12-23,KM,Stopy,KM+Stopy+Dodatki,Stawka,Wartość,,,,,,,,,
TRASA nr 25tc/616258010614457,0,0,0,,"562,30 PLN",,,,,,,,,
,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
STOP,,,,,,,,,,,,,,
KOD POCZT,MIASTO,KOD POCZT,MIASTO,MIEJSCE,PRZESYŁKA NR,MPAL,KM,STREF,STAW,WAGA BR/PRZEL,ST,KWOTA,STANOW KOSZTOW,KONTO
05-082,STARE BABICE,26-617,RADOM,ARTPOL P.H.,616052014273688,"1,0 0",,ZN3,0,110 / 288 1,,"29,57",205,42120
,,,,,,,,,,/,,"73,34",205,42620
32-015,TARGOWISKO,26-616,RADOM,KAB ART,616302012145440,"0,5 0",,,0,200/ 0,,"0,00",0,0
32-432,PCIM,26-600,RADOM,F.H.P. SWIAT DZIEC,616302012146155,"1,6 2000",,ZN3,0,500 / 508 1,,"45,99",205,42120
42-125,GRUSZEWNIA,26-624,KOWALA,GORAN & WOOLMES,616422010645326,"1,3 2000",,ZN3,0,400 / 400 1,,"39,29",205,42120
43-100,TYCHY,26-624,KOWALA-KOLONIA,P.H.U. AMPER SP. Z,616442013120744,"1,0 0",,ZN3,0,150 / 460 1,,"39,29",205,42120
51-430,WROCŁAW,26-600,RADOM,PRZEDSIĘBIORSTWO H,616542013085840,"1,5 2000",,ZN3,0,118 / 118 1,,"23,74",205,42120
62-811,KOŚCIELNA WIEŚ,26-600,RADOM,PRZEDSIĘBIORSTWO H,616632012179551,"0,5 0",,ZN3,0,200 / 200 1,,"29,57",205,42120
73-108,KOBYLANKA,26-617,Radom,KAB-ART Jerzy Wybr,616702010690316,"1,0 0",,ZN3,0,350 / 489 1,,"39,29",205,42120
81-577,GDYNIA,26-616,RADOM,KAB ART,616832011835085,"2,0 0",,ZN3,0,400 / 1019 1,,"89,52",205,42120
81-035,GDYNIA,26-624,KOWALA,RADPAS PIĘTA ANDRZ,616832011835880,"1,0 0",,ZN3,0,466 / 466 1,,"39,29",205,42120
99-400,ŁOWICZ,26-600,RADOM,GOSPODARSTWO ROLNE,616922013186648,"1,2 2000",,ZN3,0,1000 / 1000 1,,"83,84",205,42120
95-010,STRYKÓW,26-600,RADOM,P.U.H SPAW S.C.,616929012260118,"1,0 0",,ZN3,0,254 / 254 1,,"29,57",205,42120
"Razem 13,7 0 4148 / 5204 11 562,30 PLN",,,,,,,,,,,,,,
Data       05-12-23,KM,Stopy,KM+Stopy+Dodatki,Stawka,Wartość,,,,,,,,,
TRASA nr 25tc/616258010614546,0,0,0,,"444,54 PLN",,,,,,,,,
,,,,,,,,,,,,,,
START,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
STOP,,,,,,,,,,,,,,
KOD POCZT,MIASTO,KOD POCZT,MIASTO,MIEJSCE,PRZESYŁKA NR,MPAL,KM,STREF,STAW,WAGA BR/PRZEL,ST,KWOTA,STANOW KOSZTOW,KONTO
26-660,WIELOGÓRA,44-240,ŻORY,MAXI ZOO 3743,616252011266879,"1,0 0",,ZN4,0,261 / 4406 1,,"214,97",205,42111
26-660,WIELOGÓRA,84-230,RUMIA,ZOO KARINA,616252011266880,"2,0 0",,,0,975/ 0,,"0,00",0,0
26-660,WIELOGÓRA,80-174,GDAŃSK,"ZOO KARINA, MORENA",616252011266881,"2,0 0",,,0,891/ 0,,"0,00",0,0
26-660,WIELOGÓRA,82-200,MALBORK,ZOO KARINA CZERWON,616252011266885,"1,0 0",,,0,236/ 0,,"0,00",0,0
26-660,WIELOGÓRA,87-100,TORUŃ,ZOOKARINA TORUŃ PA,616252011266890,"1,0 0",,,0,313/ 0,,"0,00",0,0
26-660,WIELOGÓRA,88-100,INOWROCŁAW,ROKUS PIOTR JĘDRZE,616252011266899,"1,0 0",,,0,220/ 0,,"0,00",0,0
26-660,WIELOGÓRA,61-689,POZNAŃ,"P.H.""PUPIL"" IWONA",616252011266900,"1,0 0",,,0,245/ 0,,"0,00",0,0
,,,,,,,,,,/,,"57,98",205,42611
26-660,JEDLINSK,05-830,NADARZYN,OMNIPACK SP.Z O.O.,616262011289454,"1,0 0",,ZN4,0,540 / 540 1,,"56,43",205,42111
26-660,JEDLIŃSK,64-010,Krzywiń,Waldemar Ścigacz,616302012144289,"2,5 2000",,,0,100/ 0,,"0,00",0,0
26-660,JEDLIŃSK,3232,VÝCHODNÁ,TIBOR LECHNER,616304010318946,"2,7 2000",,ZN4,0,610 / 775 1,,"81,00",205,42111
26-660,JEDLIŃSK,42-260,KAMIENICA POLSKAYABRA SP. Z O.O.,,616422010645444,"0,5 0",,ZN4,0,300 / 300 1,,"34,16",205,42111
